address_name,category_group_code,category_group_name,category_name,id,phone,place_name,road_address_name,x,y,rating,review_count,blog_count,hourly_visit,img_url
서울 마포구 서교동 354-12,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",8312102,02-325-3399,백년토종삼계탕 본점,서울 마포구 양화로 118,126.920232623863,37.5538266352008,3.5,54,39,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 30.0, 39.4, 65.0, 58.3, 61.1, 43.9, 39.4, 47.2, 56.7, 61.1, 47.8, 35.0, 26.1, 20.0, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc82a5a2feed1d5ddc3f36ad118071be50a1c152f%3Foriginal
서울 마포구 서교동 402-17,FD6,음식점,"음식점 > 한식 > 육류,고기",8256083,02-322-6746,도적 홍대본점,서울 마포구 어울마당로5길 3,126.920183648073,37.5488134489557,4.1,45,376,"[21.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 16.7, 30.0, 49.4, 62.2, 50.6, 48.3, 56.1, 37.8, 23.9]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB2384C2B139A49D0BED7E63360EDCDAA
서울 마포구 서교동 333-24,FD6,음식점,"음식점 > 한식 > 육류,고기",463727586,02-332-9290,황소랑 홍대점,서울 마포구 와우산로29마길 23,126.926342591894,37.5551064174292,4.1,49,33,"[18.3, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 30.6, 28.9, 27.8, 21.7, 26.1, 39.4, 44.4, 33.3, 27.8, 35.6, 31.7, 23.9]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F614c74426415edf3d7d9dda354fa8477f53cf7ec%3Foriginal
서울 마포구 서교동 357-3,FD6,음식점,"음식점 > 한식 > 육류,고기",18678102,02-3143-0365,도마 홍대본점,서울 마포구 양화로16길 33,126.921423990431,37.553056179983,4.3,68,90,"[21.1, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 24.4, 30.6, 25.0, 36.1, 28.9, 40.0, 47.2, 50.6, 41.1, 35.0, 27.2, 22.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FFD4B2926DD5F44D0B73E7C749BC17665
서울 마포구 창전동 4-2,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",13091834,02-3143-2801,철길왕갈비살,서울 마포구 와우산로32길 24,126.931612379904,37.5546014246535,3.4,62,125,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 44.4, 37.2, 29.4, 30.0, 36.7, 46.7, 63.3, 49.4, 42.8, 38.3, 29.4, 19.4]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Face1c9ddcd32561a52fcbfd2cc37ede3f883d6a3%3Foriginal
서울 마포구 상수동 92-2,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",20044268,070-7592-0590,김덕후의곱창조 홍대본점,서울 마포구 와우산로 51-9,126.922469130811,37.5492150150139,4.4,0,0,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 23.3, 29.4, 45.0, 57.8, 50.6, 44.4, 35.0, 27.2, 22.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTEyMDRfMTMy%2FMDAxNzY0ODUzNzc5Njg2.mCoC_SgrjuFyXpP8AWm6Alg0Yglo26J0mAqJC8ASwGsg.iNkDG3szC1YzF7vMqkhMOVWDODkVp9BygJGmax-lyk8g.JPEG%2F%25EA%25B3%25B1%25EC%25B0%25BD4.jpg%3Ftype%3Dw966
서울 마포구 서교동 354-8,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",25421177,02-3142-8763,옹다래찜닭 홍대점,서울 마포구 양화로 122,126.920576383886,37.5540899582476,3.8,32,240,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 48.3, 46.1, 38.3, 30.0, 38.9, 36.1, 47.8, 42.2, 43.3, 34.4, 30.0, 24.4, 17.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa6afc336fc6ad62317662b46ae1a98c9ca60138c%3Foriginal
서울 마포구 동교동 164-23,FD6,음식점,"음식점 > 한식 > 육류,고기",24643017,02-6212-1092,일편등심,서울 마포구 홍익로6길 52,126.924394840958,37.5562728789345,3.9,48,224,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 37.2, 35.0, 23.3, 22.2, 36.1, 52.2, 52.8, 43.9, 31.1, 32.2, 24.4, 20.6]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF158C2CA0A7844A3B2555487461236C2
서울 마포구 상수동 310-14,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",24245433,02-6219-9090,고고갈비 홍대상수점,서울 마포구 독막로 77,126.92212190982788,37.54794257666435,4.1,94,1923,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 45.0, 33.9, 53.9, 41.7, 39.4, 47.8, 59.4, 51.7, 40.6, 28.9, 25.0, 24.4, 18.9]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6413cae4ff3ea08af1f6ff58951fb4dcf6bc5785%3Foriginal
서울 마포구 서교동 402-3,FD6,음식점,음식점 > 한식,26871332,02-333-2440,옹달샘 본점,서울 마포구 양화로6길 99,126.919713291109,37.5484383147205,2.4,73,248,"[20.6, 20.6, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 26.1, 24.4, 27.2, 38.9, 45.6, 36.7, 26.7, 21.7, 20.6, 18.3]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fbbdfe214af91b552fbc46c291fbf928e0b63fa0b%3Foriginal
서울 마포구 동교동 206-5,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",21089840,02-3141-6386,21세기 우리바다수산,서울 마포구 동교로 173,126.92096324730414,37.55640578129636,3.4,47,103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff00331008c9f93c6f749b5713e41765355a68a81%3Foriginal
서울 마포구 서교동 385-6,FD6,음식점,음식점 > 한식 > 곰탕,1797997961,010-5571-9915,옥동식 서교점,서울 마포구 양화로7길 44-10,126.914521071507,37.5526765694055,3.9,512,1026,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 70.0, 63.9, 43.9, 41.1, 33.3, 38.3, 46.1, 42.8, 34.4, 32.2, 28.3, 16.1, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe1f7e004698b34eeb7edb5859ef25e2729e8c8d3%3Foriginal
서울 마포구 서교동 366-2,FD6,음식점,"음식점 > 한식 > 육류,고기",22614740,02-6677-0499,돈주는남자 마포점,서울 마포구 잔다리로6길 34-9,126.92110830072548,37.55193152412247,2.8,71,113,"[51.1, 30.0, 36.1, 28.3, 35.6, 28.3, 37.2, 47.2, 27.2, 45.6, 41.7, 68.9, 50.0, 57.2, 32.2, 26.7, 27.2, 43.9, 38.9, 37.8, 31.7, 32.8, 35.0, 21.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3dd5c347519449b0789ec67321b204dd89f5e939%3Foriginal
서울 마포구 동교동 164-6,FD6,음식점,음식점 > 한식 > 국밥,132754911,02-322-8111,보승회관 홍대직영점,서울 마포구 어울마당로 131,126.924399477166,37.5561647622243,3.6,27,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Flocal%2Freview_placeapp%2FbtqgMzzDMMy_KuIf07OxLQPsxjtEAWEaqk_img.jpg
서울 마포구 상수동 314-11,FD6,음식점,"음식점 > 한식 > 육류,고기",1802207715,02-325-1889,꽃피는고기 홍대본점,서울 마포구 와우산로13길 49-3,126.921025901827,37.5485112797934,2.3,41,76,"[47.8, 37.2, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 30.6, 42.2, 38.9, 41.7, 34.4, 31.1, 31.1, 28.3]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F539e506203aeb5e042e8afdc656fc7208880880d%3Foriginal
서울 마포구 서교동 395-17,FD6,음식점,"음식점 > 한식 > 육류,고기",1150128584,,하하&김종국의 401정육식당 홍대본점,서울 마포구 잔다리로 23,126.920240442232,37.5507380196716,3.9,47,43,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 71.7, 70.6, 48.9, 48.9, 22.8, 16.7, 45.6, 47.2, 39.4, 27.8, 18.9, 16.7, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8B7BA9875A9F49FF803ACB5CA30AD139
서울 마포구 서교동 333-13,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",26874803,02-5322-7523,홍익닭한마리,서울 마포구 와우산로29라길 20,126.92682815585164,37.55505265948328,4.7,39,2476,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd2dc8017e50cd79a011e7ce4637a5cd944c59dae%3Foriginal
서울 마포구 연남동 566-8,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",9012776,02-338-0872,바다회사랑,서울 마포구 동교로27길 60,126.921063142318,37.5604116806539,3.5,320,897,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 28.9, 30.0, 37.8, 47.8, 43.3, 42.8, 33.3, 26.7, 21.7, 17.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F155BE0444E0008D137
서울 마포구 서교동 396-45,FD6,음식점,"음식점 > 한식 > 육류,고기",931881312,0503-7150-6574,육지,서울 마포구 독막로3길 34,126.917495034617,37.5497071933215,4.7,1153,3086,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 40.6, 35.6, 30.0, 26.7, 26.1, 30.6, 42.2, 56.1, 45.6, 32.2, 25.6, 22.8, 17.2]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC5F625F492A2452D9ACE42F54A8E85A7
서울 마포구 서교동 396-58,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",367223295,02-322-3928,대포막창,서울 마포구 양화로6길 57-5,126.917467595857,37.5489341175769,4.3,74,265,"[22.8, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 32.2, 45.6, 46.1, 48.9, 42.8, 40.0, 30.6, 25.6]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F1B5BBC49907D4F84A9C5241778615EA6
서울 마포구 서교동 347-29,FD6,음식점,"음식점 > 한식 > 육류,고기",1684978197,02-324-9858,신선화로 홍대점,서울 마포구 어울마당로 136-2,126.925065187725,37.5559201153173,3.9,144,527,"[18.3, 17.8, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 27.2, 28.3, 23.3, 22.2, 26.7, 28.3, 37.8, 41.7, 27.8, 30.6, 26.7, 26.1, 23.9]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FDA03F1C32115459D82B02185673CCB34
서울 마포구 동교동 170-23,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",18514677,02-337-8292,황곱 홍대점,서울 마포구 어울마당로 149,126.926395323228,37.5567246416086,4.0,0,0,"[16.7, 16.7, 16.1, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 21.7, 28.3, 38.3, 46.7, 46.1, 38.3, 31.1, 23.9, 25.6]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTA2MTlfNCAg%2FMDAxNzUwMjk4MjUzOTY4.5zUk_6dogMl2gGJCY-nNjVaaG38Pgt-G73DrOVsIDNUg.LsxMbujd66jSaLHgKpxI8k3f_SfLjqGRygzbBP6LjOAg.JPEG%2FSE-6832e21e-f29b-4620-9562-bd87e952d1ce.jpg%3Ftype%3Dw966
서울 마포구 서교동 372-1,FD6,음식점,"음식점 > 한식 > 해물,생선 > 게,대게",9971730,02-333-6659,김앤김대게전문점,서울 마포구 양화로 100,126.918613272225,37.5526722529968,3.5,13,44,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 41.1, 37.8, 32.2, 25.6, 35.6, 42.2, 42.2, 55.0, 38.9, 26.1, 22.8, 17.2, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F24155A47556ED35319
서울 마포구 서교동 358-95,FD6,음식점,음식점 > 한식,9593688,02-3141-3195,향미,서울 마포구 홍익로 3-24,126.92334917025866,37.55289706783668,3.9,64,125,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 41.7, 32.2, 29.4, 28.3, 28.9, 26.7, 22.8, 17.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F942FAA22F7514A3383997AB2A12E2756
서울 마포구 서교동 400-12,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",2078186665,02-3395-9010,구공탄곱창 본점,서울 마포구 양화로6길 77,126.91852831540356,37.5485870688082,3.7,249,535,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 35.6, 38.3, 34.4, 32.2, 18.9, 40.6, 47.8, 53.3, 54.4, 34.4, 24.4, 18.3, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8e8133d8234a406469e21bf340d2bb385a62c82a%3Foriginal
서울 마포구 합정동 372-27,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",17781427,02-333-8786,각시보쌈,서울 마포구 성지길 25,126.913449674268,37.5475112672559,3.6,39,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb27eeddf135c95dd1bfe663e6199421362552a8a%3Foriginal
서울 마포구 서교동 355-28,FD6,음식점,"음식점 > 한식 > 육류,고기 > 삼겹살",1202046769,02-322-8891,돼지상회 홍대직영점,서울 마포구 홍익로5안길 28,126.921233277527,37.5536146715176,3.9,0,0,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 19.4, 23.9, 23.3, 19.4, 26.1, 32.2, 32.8, 39.4, 26.1, 24.4, 21.1, 22.2, 19.4]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTEyMTNfOTIg%2FMDAxNzY1NjEwMTUyNjk2.11WMJsUl4GmUcz2kyjR5fOTMaDOTEYahcVOgCLAeAZ4g.2I1LiF3MB8AiI7SEcxfQEapU97P-aHlwb0aiUm1nD8sg.JPEG%2Foutput%25EF%25BC%25BF3841796230.jpg%3Ftype%3Dw773
서울 마포구 상수동 314-10,FD6,음식점,"음식점 > 한식 > 육류,고기",27315733,02-322-1674,경주식당,서울 마포구 와우산로13길 49-7,126.921148208727,37.548424865676,3.8,94,349,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 47.8, 41.7, 25.6, 31.7, 23.3, 17.2, 41.7, 46.1, 42.8, 33.3, 24.4, 20.0, 17.2]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F93a135052462068f48a168f4015bd88e3a29b80a%3Foriginal
서울 마포구 서교동 328-26,FD6,음식점,음식점 > 한식,17419272,02-335-0066,더담,서울 마포구 와우산로29길 44,126.927849458786,37.5557236301088,3.4,39,531,"[16.1, 16.1, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 32.8, 32.2, 24.4, 23.3, 30.6, 58.9, 51.7, 40.6, 41.1, 23.9, 16.1, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDEAC9FA18FB74D4C9AB44482ECC8207D
서울 마포구 서교동 364-16,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",26594085,02-3144-3899,위키드찜닭,서울 마포구 와우산로19길 26,126.921751656011,37.5513949574172,2.8,18,78,"[36.7, 46.7, 25.6, 17.8, 17.8, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.1, 16.1, 16.1, 16.1, 32.2, 28.3, 26.7, 30.6, 26.7, 26.1, 21.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff75cbcc8a28d96a44b51c535ef671a689b05bc05%3Foriginal
서울 마포구 서교동 357-2,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",15980942,02-334-7891,노루목황소곱창 2호점,서울 마포구 홍익로3길 32,126.921605027874,37.5530887362405,3.3,16,265,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC54A16B641DB40E8A2C5148E4B12DDC5
서울 마포구 서교동 343-6,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",1558238643,02-6406-9537,좋아해닭발1,서울 마포구 와우산로 107,126.9253053144389,37.55345423714097,4.4,0,0,"[19.4, 18.3, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 28.3, 33.9, 43.3, 52.8, 47.2, 32.2, 31.1, 33.9, 27.2]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F85051F36631548E88D75F5CEDA56B5ED
