address_name,category_group_code,category_group_name,category_name,id,phone,place_name,road_address_name,x,y,rating,review_count,blog_count,hourly_visit,img_url,waiting,update_time
서울 강남구 대치동 996-16,FD6,음식점,음식점 > 한식 > 해장국,27531028,02-558-7905,중앙해장,서울 강남구 영동대로86길 17,127.065472540919,37.508273597184,4.1,770,1637,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.8, 32.8, 38.3, 40.6, 51.7, 66.1, 58.9, 45.0, 36.7, 35.6, 40.0, 53.3, 56.1, 50.0, 40.6, 31.7, 25.6, 18.9]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2342553556E27E461C,0,2025-12-16
서울 강남구 대치동 942,FD6,음식점,음식점 > 한식 > 한정식,26788426,02-528-1997,해담채 삼성점,서울 강남구 테헤란로 504,127.057341539546,37.5066740354545,3.5,24,129,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 63.3, 35.6, 26.7, 25.0, 17.8, 16.7, 41.7, 45.0, 26.7, 21.7, 18.9, 17.2, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F227C4FC7D39A42B29DF0AFD2F80F36BC,0,2025-12-16
서울 강남구 대치동 942-10,FD6,음식점,음식점 > 뷔페,7891904,02-3288-8080,보노보노 삼성점,서울 강남구 테헤란로 508,127.05797840126094,37.5068169843704,4.0,109,688,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 47.8, 39.4, 30.6, 26.7, 17.8, 16.7, 47.8, 44.4, 30.0, 22.8, 17.8, 16.7, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Ft1.kakaocdn.net%2Fone%2Fstore%2F20250407182723-21292522-8775-4745-b90d-899d5be06ce0,0,2025-12-16
서울 강남구 대치동 895-11,FD6,음식점,"음식점 > 한식 > 육류,고기",26565017,02-564-1253,진대감 선릉점,서울 강남구 테헤란로70길 25,127.05400316360698,37.50398700929091,4.7,245,2033,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 26.7, 33.3, 24.4, 23.3, 23.3, 31.7, 50.6, 61.1, 51.1, 42.8, 34.4, 20.6, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F5CDDB84E05324DE39B44A4A41CB6D794,0,2025-12-16
서울 강남구 대치동 946-1,FD6,음식점,"음식점 > 한식 > 육류,고기",1858271975,02-3453-4343,창고43 삼성점,서울 강남구 테헤란로 534,127.06279408555716,37.50803718615609,3.5,50,93,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 43.9, 28.9, 23.3, 22.2, 17.2, 16.7, 61.7, 60.6, 40.6, 27.8, 23.9, 18.3, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB90FD5298674499AB910CFE08AD313BE,0,2025-12-16
서울 강남구 대치동 949-1,FD6,음식점,음식점 > 일식,17178309,010-2781-7871,스시유,서울 강남구 영동대로 407,127.064443269477,37.5055927725626,3.3,26,64,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 16.7, 52.2, 60.6, 40.0, 26.7, 29.4, 20.6, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F84ffade3dc16b7dd7d1cffe77bd3543b9758de91%3Foriginal,0,2025-12-16
서울 강남구 대치동 894-4,FD6,음식점,음식점 > 한식 > 냉면,10406623,02-3446-8966,반룡산,서울 강남구 테헤란로78길 26,127.05579495970723,37.50447271946909,3.9,180,283,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 59.4, 51.7, 39.4, 38.3, 36.1, 35.6, 45.0, 50.6, 37.8, 26.7, 22.2, 17.8, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F299ED2B7E98E4B1BA17535F7421B0856,0,2025-12-16
서울 강남구 대치동 891-44,FD6,음식점,음식점 > 한식 > 한정식,2032952073,02-6011-0002,일품진진수라 선릉점,서울 강남구 테헤란로78길 16,127.05533848486719,37.50506129063783,3.8,271,1264,"[28.9, 30.0, 25.0, 28.3, 25.0, 23.9, 24.4, 22.8, 25.0, 29.4, 28.3, 39.4, 37.8, 31.1, 28.3, 31.1, 34.4, 50.6, 61.1, 57.8, 47.2, 44.4, 45.0, 36.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa37162209d09f9e36b72af13f5d589f2c3938754%3Foriginal,0,2025-12-16
서울 강남구 대치동 890-44,FD6,음식점,음식점 > 한식 > 감자탕,11356521,02-558-7944,신동궁감자탕뼈숯불구이 선릉직영점,서울 강남구 선릉로86길 39,127.052892633601,37.5040848203409,4.3,86,218,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 42.2, 33.3, 42.8, 37.8, 43.9, 16.1, 47.2, 62.2, 52.8, 41.7, 37.2, 34.4, 35.6]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB2CB714DF4424D8E984DC939C4F6B7CA,0,2025-12-16
서울 강남구 대치동 901-25,FD6,음식점,음식점 > 양식 > 피자,1292705037,02-553-1529,더피자스탠드,서울 강남구 삼성로81길 39,127.05450963202955,37.50371197001354,4.5,95,608,"[17.2, 17.2, 16.7, 17.2, 17.2, 19.4, 17.8, 20.6, 27.2, 28.3, 29.4, 60.0, 52.2, 31.1, 23.9, 21.7, 27.2, 43.9, 42.8, 27.2, 25.0, 20.0, 18.3, 17.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd593cf25e7301e4efe6058cabae6a8a450aefb4c%3Foriginal,0,2025-12-16
서울 강남구 대치동 950-1,FD6,음식점,음식점 > 중식 > 중국요리,27162373,02-501-7681,하이보 삼성점,서울 강남구 영동대로85길 13,127.06257825973316,37.50692005468687,3.4,81,223,"[16.7, 16.7, 16.1, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 71.7, 41.7, 26.7, 26.7, 32.2, 37.8, 38.3, 44.4, 26.1, 25.6, 21.1, 17.2, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3c490a4280660b83a299e6d8e2699a48f358a9e361e026781983b340c5aea707,0,2025-12-16
서울 강남구 대치동 894,FD6,음식점,"음식점 > 일식 > 초밥,롤",977331811,02-567-8200,스시소라 대치점,서울 강남구 삼성로85길 33,127.054819929805,37.5042821628439,3.3,12,14,"[17.2, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 19.4, 23.9, 31.7, 44.4, 28.3, 22.8, 25.6, 33.9, 26.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F646d9a27fcb950bd2ffbe8e1872ec15d9d0e915e%3Foriginal,0,2025-12-16
서울 강남구 대치동 924-8,FD6,음식점,음식점 > 일식,24012312,02-555-4623,아리노마마 대치점,서울 강남구 도곡로63길 20,127.054204990399,37.4984439289577,4.2,86,332,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 50.0, 55.0, 38.3, 28.9, 23.3, 28.3, 40.0, 41.7, 50.6, 32.2, 22.8, 17.8, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F16709c6af55b43e928abab3e8a744cecac92f54e%3Foriginal,0,2025-12-16
서울 강남구 대치동 959-4,FD6,음식점,음식점 > 일식 > 일식집,311269730,02-565-3335,스시류,서울 강남구 삼성로 416,127.05826711201264,37.50430033492377,3.9,17,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F86CA7D43ADCC499B8EFB47903BABE5CE,0,2025-12-16
